fin_year,month,state_code,state_name,district_code,district_name,Approved_Labour_Budget,Average_Wage_rate_per_day_per_person,Average_days_of_employment_provided_per_Household,Differently_abled_persons_worked,Material_and_skilled_Wages,Number_of_Completed_Works,Number_of_GPs_with_NIL_exp,Number_of_Ongoing_Works,Persondays_of_Central_Liability_so_far,SC_persondays,SC_workers_against_active_workers,ST_persondays,ST_workers_against_active_workers,Total_Adm_Expenditure,Total_Exp,Total_Households_Worked,Total_Individuals_Worked,Total_No_of_Active_Job_Cards,Total_No_of_Active_Workers,Total_No_of_HHs_completed_100_Days_of_Wage_Employment,Total_No_of_JobCards_issued,Total_No_of_Workers,Total_No_of_Works_Takenup,Wages,Women_Persondays,percent_of_Category_B_Works,percent_of_Expenditure_on_Agriculture_Allied_Works,percent_of_NRM_Expenditure,percentage_payments_gererated_within_15_days,Remarks
2024-2025,April,18,MAHARASHTRA,1835,PALGHAR,580823,220.3829664,8,187,10.744,384,202,35006,216030,705,1647,202699,323703,0,486.8373223,26397,45751,119570,359807,0,303770,717824,35390,476.0933223,125279,82,17.34,21.42,100,NA
2024-2025,April,18,MAHARASHTRA,1806,NASHIK,262231,302.4038704,9,53,93.09991067,374,947,47244,44492,466,10184,21944,177868,0,227.6454407,4860,7224,158334,447899,0,682537,1453799,47618,134.54553,16269,79,34.02,19.7,100,NA
2024-2025,April,18,MAHARASHTRA,1813,SOLAPUR,113541,378.6763931,9,8,0,403,698,19685,29754,1276,13842,304,2257,0,112.671374,3108,4893,69910,162315,0,547053,945700,20088,112.671374,10501,96,82.01,0,100,NA
2024-2025,April,18,MAHARASHTRA,1816,JALNA,598748,532.8359458,11,44,78.2394266,170,399,44985,122695,3747,19001,646,2839,0,732.0024903,10712,19615,143349,388169,0,461897,1051139,45155,653.7630637,50920,74,49.7,0.45,100,NA
2024-2025,April,18,MAHARASHTRA,1819,NANDED,485172,616.119713,9,8,11.2103696,6,892,43378,38396,3441,70015,1478,33166,0,247.7756946,4162,6100,154226,413029,0,650785,1474185,43384,236.565325,16764,86,44.98,1.14,100,NA
2024-2025,April,18,MAHARASHTRA,1824,AMRAVATI,1062277,596.3987095,11,98,0,182,216,37367,151457,14372,50512,39501,134580,0,903.2875934,12748,20772,175918,493720,0,466898,1044581,37549,903.2875934,60052,74,73.72,4.25,100,NA
2024-2025,April,18,MAHARASHTRA,1828,BHANDARA,389373,193.4006074,8,957,30.01305,734,216,15123,163623,21495,57606,10296,32660,0,346.4609258,19991,31187,180758,437756,0,285313,627727,15857,316.4478758,95217,78,20.69,12.58,100,NA
2024-2025,April,18,MAHARASHTRA,1829,CHANDRAPUR,481101,250.0435502,9,131,22.242115,420,253,27174,217568,23492,61674,48904,102380,0,566.2568664,23580,37086,163752,472933,0,378199,908422,27594,544.0147514,111931,74,27.03,15.78,100,NA
2024-2025,April,18,MAHARASHTRA,1832,WASHIM,144237,317.4456744,9,155,54.12664992,1,184,20057,140636,9480,16632,3705,5754,0,500.5695486,14221,22245,65447,156761,0,272997,542778,20058,446.4428987,56511,88,64.98,28.02,100,NA
2024-2025,April,18,MAHARASHTRA,1834,HINGOLI,312716,308.3512777,9,29,33.4457926,233,345,22487,85189,13309,42754,14945,40108,0,296.1271626,8933,14247,88047,228063,0,257780,588584,22720,262.68137,34439,89,80.31,0,100,NA
2024-2025,April,18,MAHARASHTRA,1802,THANE,38726,298.5683474,11,6,1.50941,128,190,10659,27309,648,2978,9078,30100,5.1536,88.19904,2327,3835,25493,82703,0,135455,321750,10787,81.53603,11585,93,65.55,2.55,100,NA
2024-2025,April,18,MAHARASHTRA,1804,RATNAGIRI,65857,310.0606458,9,9,1.45037,1060,545,25273,18303,732,7351,97,1065,25.37627,83.57704,1999,2802,52318,118973,0,253740,470987,26333,56.7504,7951,96,72.22,0.21,100,NA
2024-2025,April,18,MAHARASHTRA,1813,SOLAPUR,113541,474.407849,9,10,0.61364,539,579,19641,42018,1899,13863,425,2259,61.89821,261.84854,4485,6884,70082,162679,0,547168,945989,20180,199.33669,14476,96,83.08,0,100,NA
2024-2025,April,18,MAHARASHTRA,1816,JALNA,598748,432.2761904,13,57,78.9587066,188,369,45027,191946,6123,19015,1043,2846,67.0681,975.7636631,14735,26756,143583,388758,1,462003,1051345,45215,829.7368565,79438,74,45.42,0.79,100,NA
2024-2025,April,18,MAHARASHTRA,1818,BEED,928688,1025.783804,13,138,221.1721633,71,339,63948,326312,5169,14365,638,1686,44.62604,3613.053848,23935,43365,233560,572588,0,667216,1378344,64019,3347.255645,137393,79,43.65,12.05,100,NA
2024-2025,April,18,MAHARASHTRA,1821,LATUR,517255,309.8875175,11,59,0,219,160,29643,312302,26095,52728,3505,3859,129.16378,1096.948695,27612,43805,116324,294943,0,384745,818561,29862,967.784915,125271,87,64.75,0,100,NA
2024-2025,April,18,MAHARASHTRA,1823,AKOLA,118808,276.1643995,9,342,4.0953205,129,259,18912,62543,10996,30914,3928,8510,35.45927,212.2760909,6473,8839,74778,171862,0,285539,552310,19041,172.7215004,22198,88,27.13,3.56,100,NA
2024-2025,April,18,MAHARASHTRA,1824,AMRAVATI,1062277,441.3390177,14,190,1.92669,222,148,37881,266028,25919,50631,68710,134703,163.77552,1339.787572,18863,31921,176385,495102,1,466991,1045048,38103,1174.085362,106540,75,68.61,9.82,100,NA
2024-2025,April,18,MAHARASHTRA,1825,YAVATMAL,479073,312.217983,10,68,0,1090,686,32217,167013,8526,35364,18377,65773,91.26343,612.70805,15585,22451,183976,424579,0,669039,1381456,33307,521.44462,67767,89,54.9,28.08,100,NA
2024-2025,April,18,MAHARASHTRA,1826,WARDHA,114833,304.2596836,13,44,0.55052,80,225,11280,80967,5394,13660,4850,11418,59.27388,306.174338,6041,9002,44739,110023,0,216725,397704,11360,246.349938,30226,87,84.73,0.24,100,NA
2024-2025,April,18,MAHARASHTRA,1829,CHANDRAPUR,481101,248.5668868,10,162,22.242115,468,217,27319,297243,32567,61705,67021,102441,75.17384,836.2636264,29573,47351,163899,473295,0,378237,908510,27787,738.8476714,153892,74,27.38,18.21,100,NA
2024-2025,April,18,MAHARASHTRA,1830,GADCHIROLI,386387,266.017744,11,278,7.459438022,445,133,12212,257543,22598,38172,101066,162637,73.78179,766.3513064,22501,39290,128591,376178,0,231499,597769,12657,685.1100784,126042,75,45.52,21.96,100,NA
2024-2025,April,18,MAHARASHTRA,1806,NASHIK,262231,315.4565392,9,61,93.09991067,400,858,47349,65979,576,10188,36630,178342,0,301.2349807,6770,10193,158551,448542,0,682677,1454108,47749,208.13507,23944,79,37.83,15.36,100,NA
2024-2025,April,18,MAHARASHTRA,1808,JALGAON,259915,425.7831755,9,25,45.07303,292,593,32405,62519,3538,29254,4865,33507,0,311.2684135,6405,8908,121960,301989,0,661720,1249049,32697,266.1953835,23865,91,48.93,2.48,100,NA
2024-2025,April,18,MAHARASHTRA,1809,AHMEDNAGAR,280852,689.8511037,10,10,33.95371,589,664,37717,54207,3769,30186,2077,23027,0,407.9012978,5208,7674,137320,395834,0,765128,1892727,38306,373.9475878,22551,90,58.26,0.4,100,NA
2024-2025,April,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1071512,417.329268,11,225,89.18868,420,284,73551,402217,11149,26793,8495,11184,0,1767.757942,34295,60740,212335,567202,0,678112,1437806,73971,1678.569262,167794,94,89.74,0.12,100,NA
2024-2025,April,18,MAHARASHTRA,1816,JALNA,598748,490.6344352,11,47,78.9587066,171,388,44999,142220,4266,19007,796,2839,0,776.7390003,11967,21825,143458,388447,0,461921,1051188,45170,697.7802937,59264,74,49.68,0.43,100,NA
2024-2025,April,18,MAHARASHTRA,1819,NANDED,485172,551.9679304,9,9,12.1205896,13,875,43390,48149,4549,70021,1947,33192,0,277.8876284,5153,7591,154263,413127,0,650841,1474322,43403,265.7670388,20756,86,46.75,1.22,100,NA
2024-2025,April,18,MAHARASHTRA,1828,BHANDARA,389373,188.4195668,7,1277,75.52057,751,144,15210,211081,27063,57645,14426,32674,0.855,474.0934758,28210,43632,180931,438149,0,285313,627732,15961,397.7179058,125111,78,22.66,14.77,100,NA
2024-2025,April,18,MAHARASHTRA,1831,NANDURBAR,227474,311.8780187,8,8,0,65,464,43311,22733,374,10450,15611,270233,0,70.89923,2654,3561,135451,326318,0,524297,1070457,43376,70.89923,8656,77,75.15,1.45,100,NA
2024-2025,April,18,MAHARASHTRA,1835,PALGHAR,580823,278.0402304,8,209,11.88552,415,166,35093,256294,874,1655,240542,324048,0,724.485948,29594,51217,119732,360212,0,303824,717967,35508,712.600428,148837,82,16.56,22.44,100,NA
2024-2025,April,18,MAHARASHTRA,1804,RATNAGIRI,65857,310.130953,9,9,1.45037,1000,547,25333,18205,725,7351,97,1065,25.37627,83.28598,1991,2788,52318,118973,0,253738,470985,26333,56.45934,7888,96,72.38,0.21,100,NA
2024-2025,April,18,MAHARASHTRA,1810,PUNE,59940,469.265603,11,0,12.2368304,642,940,22096,29145,822,9413,2926,18889,47.09241,196.0967004,2645,4107,50203,133600,0,373250,801640,22738,136.76746,10054,92,76.68,0,100.17,NA
2024-2025,April,18,MAHARASHTRA,1823,AKOLA,118808,282.5837302,9,330,4.0953205,96,261,18915,59531,10591,30895,3660,8509,35.45927,207.7795109,6218,8485,74743,171784,0,285535,552273,19011,168.2249204,21085,88,27.85,3.73,100,NA
2024-2025,April,18,MAHARASHTRA,1824,AMRAVATI,1062277,489.5529415,13,168,1.92669,218,149,37766,233148,22924,50604,56327,134667,163.77552,1307.085102,17241,28538,176244,494720,0,466981,1044952,37984,1141.382892,91661,75,72.2,6.14,100,NA
2024-2025,April,18,MAHARASHTRA,1831,NANDURBAR,227474,280.5921843,9,9,0,87,442,43339,31296,505,10451,21319,270368,40.26573,128.07986,3408,4672,135547,326545,0,524353,1070544,43426,87.81413,12317,77,73.93,1.62,100,NA
2023-2024,Sep,18,MAHARASHTRA,1804,RATNAGIRI,288242,287.9578284,18,130,417.7409356,5568,41,28144,288322,17071,8975,2460,1272,55.338,1303.324706,15924,24175,60916,138592,82,248114,467676,33712,830.24577,123141,95,77.8,0.05,100.79,NA
2023-2024,Sep,18,MAHARASHTRA,1807,DHULE,794276,262.0002558,27,79,420.1912733,3540,16,27704,794276,49161,16426,173019,81118,23.83143,2525.027855,29247,48495,94447,263004,916,421828,900508,31244,2081.005152,312765,88,27.44,0.75,99.87,NA
2023-2024,Sep,18,MAHARASHTRA,1809,AHMEDNAGAR,1321780,274.4118773,28,96,1527.6573,11009,29,37536,1321780,96088,35643,62517,27682,151.63038,5306.408991,46359,74350,157122,451009,2017,756884,1878251,48545,3627.121312,538259,86,68.13,0.65,101.08,NA
2023-2024,Sep,18,MAHARASHTRA,1826,WARDHA,600606,276.4222949,33,128,664.7483895,2649,12,10704,600676,72668,16392,55849,13352,94.68318,2419.833953,17688,28919,49617,122101,795,204843,385089,13353,1660.402384,223792,87,65.11,0.44,103.27,NA
2023-2024,Sep,18,MAHARASHTRA,1828,BHANDARA,2854547,182.9616818,24,4810,1800.255037,10058,7,18348,2854547,358072,62541,223962,34176,161.2824,7184.264635,118015,191766,192673,463545,830,283414,629094,28406,5222.727198,1765471,85,28.1,22.72,102,NA
2023-2024,Sep,18,MAHARASHTRA,1829,CHANDRAPUR,2765040,232.4037165,31,498,4230.905433,9655,7,28517,2765040,312212,66324,695876,108469,176.32712,10833.28828,86673,151763,174250,501169,2233,367849,898503,38172,6426.055723,1427382,79,31.27,14.55,101.48,NA
2024-2025,April,18,MAHARASHTRA,1806,NASHIK,262231,279.9359241,11,79,93.09991067,620,768,47473,107872,987,10205,51801,178839,71.42075,466.4931407,9443,14327,159090,449987,1,683147,1455008,48093,301.97248,39273,79,41.05,16.64,100,NA
2024-2025,April,18,MAHARASHTRA,1808,JALGAON,259915,391.0304906,11,28,45.07303,354,552,32675,92596,4770,29285,7140,33581,66.15896,473.3105831,8322,11720,122348,303022,0,661881,1249451,33029,362.0785931,34600,91,48.94,2.04,100,NA
2024-2025,April,18,MAHARASHTRA,1812,SANGLI,68832,319.4155646,9,1,59.59668,138,468,14444,26239,1422,7334,0,191,29.09709,172.50522,2682,3606,41707,89459,0,311368,545898,14582,83.81145,8771,85,61.04,0,100,NA
2024-2025,April,18,MAHARASHTRA,1819,NANDED,485172,412.256432,10,19,12.1205896,16,696,43570,123727,13178,70245,5886,33283,133.13077,655.3238752,11292,16931,154913,414703,0,651079,1474895,43586,510.0725156,52317,86,56.11,1.1,101.66,NA
2024-2025,April,18,MAHARASHTRA,1824,AMRAVATI,1062277,377.2190834,15,217,1.92669,236,133,38133,351763,32732,50665,94916,134755,176.21001,1505.053865,22743,39230,176668,495899,8,467045,1045386,38369,1326.917165,141682,75,63.32,12.62,100.12,NA
2024-2025,April,18,MAHARASHTRA,1827,NAGPUR,177657,326.8559201,12,62,106.7030412,549,226,17057,122057,14960,30563,14816,28087,46.35619,552.0097616,10166,13556,94549,217612,0,276747,533043,17606,398.9505304,49088,81,66.62,2.5,100,NA
2024-2025,April,18,MAHARASHTRA,1833,GONDIA,675574,228.6571042,7,99,1126.197412,572,112,29194,299238,23628,51303,40947,88979,181.93613,1992.362488,39306,53052,230345,596530,0,350357,832068,29766,684.2289455,194844,78,22.92,17.74,100,NA
2024-2025,April,18,MAHARASHTRA,1821,LATUR,517255,315.0229849,13,67,0,219,129,29901,423091,35005,52835,4616,3867,129.16378,1461.997677,32147,50861,116953,296469,1,384998,819151,30120,1332.833897,167527,87,61.07,0,100,NA
2024-2025,April,18,MAHARASHTRA,1830,GADCHIROLI,386387,274.7914254,13,330,7.459438022,591,85,12583,358878,30115,38235,137782,162798,79.25409,1072.8795,27560,48335,128800,376732,3,231540,597870,13174,986.1659715,172615,76,47.62,18.97,100,NA
2024-2025,April,18,MAHARASHTRA,1832,WASHIM,144237,303.9769656,14,205,54.12664992,1,138,20636,291769,19202,16974,7795,5808,72.08092,1013.118123,20548,32265,67126,160855,1,273345,543718,20637,886.9105527,116622,88,66.4,27.33,100,NA
2024-2025,April,18,MAHARASHTRA,1834,HINGOLI,312716,324.4069999,11,41,33.4457926,257,208,22739,203661,30609,42900,33524,40300,41.08041,735.2167426,17002,27427,88493,229011,1,257838,588599,22996,660.69054,82344,89,83.05,0.16,100,NA
2024-2025,April,18,MAHARASHTRA,1808,JALGAON,259915,371.3896768,11,31,45.07303,379,499,32947,122025,6043,29324,9400,33645,66.15896,564.4202431,10176,14520,122738,303915,3,661940,1249593,33326,453.1882531,45727,91,52.19,2.13,100.07,NA
2024-2025,April,18,MAHARASHTRA,1810,PUNE,59940,432.7802931,12,0,12.2368304,797,893,22065,40331,1606,9452,5424,19047,73.04545,259.8269004,3295,5156,50454,134221,0,373366,801894,22862,174.54462,14433,92,68.42,0,100.16,NA
2024-2025,April,18,MAHARASHTRA,1813,SOLAPUR,113541,361.299007,13,15,0.61364,857,492,19639,92551,3781,13973,856,2286,69.34211,404.341594,6972,10790,71321,165339,1,547394,946578,20496,334.385844,31786,96,80.39,0,100.07,NA
2024-2025,April,18,MAHARASHTRA,1814,KOLHAPUR,49947,278.5203669,14,7,0,178,820,9564,28426,2177,16131,36,262,14.49497,93.6671695,2000,3275,39774,96528,1,353024,621481,9742,79.1721995,10448,91,59.85,0,100,NA
2024-2025,April,18,MAHARASHTRA,1817,PARBHANI,599162,616.8130507,12,17,258.9013531,198,222,34284,154566,5297,19476,1205,2682,138.94094,1351.225553,12227,18688,129710,293931,2,408478,792241,34482,953.3832599,58836,90,69.77,0.03,100,NA
2024-2025,April,18,MAHARASHTRA,1820,Dharashiv,213518,328.8876517,12,53,2.63856,129,203,23575,194090,10429,23841,619,982,13.3397,654.3163031,15365,22988,68182,179826,2,322023,701362,23704,638.3380431,71635,81,71.06,0.05,100,NA
2024-2025,April,18,MAHARASHTRA,1821,LATUR,517255,318.6162026,14,71,0,262,119,30011,491174,40545,52868,5256,3868,129.16378,1694.123727,34359,54384,117328,297397,6,385111,819376,30273,1564.959947,194757,87,63.17,0,100,NA
2024-2025,April,18,MAHARASHTRA,1828,BHANDARA,389373,179.8313645,9,1688,75.52057,910,107,15390,366331,47627,57720,25744,32701,107.03999,841.3385958,39552,61152,181248,438787,0,285296,627675,16300,658.7780358,221972,78,21.86,19.23,100,NA
2024-2025,April,18,MAHARASHTRA,1829,CHANDRAPUR,481101,250.4170064,12,225,22.242115,654,158,27706,497374,53924,61818,113224,102646,155.09085,1422.842046,40115,65113,164314,474436,2,378390,908923,28360,1245.509081,259285,74,27.74,19.5,100,NA
2024-2025,April,18,MAHARASHTRA,1807,DHULE,162227,346.8795394,13,40,0,225,171,25265,181441,6249,14854,26416,63102,101.57176,730.953465,13096,20563,81133,227013,3,436688,919651,25490,629.381705,68223,87,67.45,0.33,100,NA
2024-2025,April,18,MAHARASHTRA,1820,Dharashiv,213518,321.6099296,12,53,2.63856,131,202,23590,200422,10807,23846,631,982,13.3397,660.5553131,15473,23175,68204,179884,2,322088,701477,23721,644.5770531,74019,81,72.06,0.04,100.02,NA
2024-2025,April,18,MAHARASHTRA,1828,BHANDARA,389373,173.9514887,10,1785,75.52057,941,99,15465,427763,56097,57761,30499,32711,107.03999,926.6606664,42594,66001,181357,439051,0,285292,627709,16406,744.1001064,260539,78,23.53,19.94,100,NA
2024-2025,April,18,MAHARASHTRA,1833,GONDIA,675574,229.2366608,8,105,1197.061469,769,77,29455,417993,33077,51320,59319,89046,181.93613,2337.190795,47121,64426,230511,596935,0,350421,832229,30224,958.1931955,272937,78,24.39,17.27,100.05,NA
2022-2023,Aug,18,MAHARASHTRA,1805,SINDHUDURG,249232,249.5635849,14,90,167.3030762,6153,18,24416,130417,4180,4485,564,342,31.57236,524.3487767,8985,15126,41231,94488,15,123361,235489,30569,325.4733405,51833,72,64.94,54,104.51,NA
2022-2023,Aug,18,MAHARASHTRA,1812,SANGLI,373425,232.66955,25,24,482.6694815,1116,74,14621,282862,28069,9263,584,270,31.44768,1172.250904,11208,16833,48254,102663,190,301698,532894,15737,658.1337424,115985,84,40.8,29.48,104.55,NA
2022-2023,Aug,18,MAHARASHTRA,1813,SOLAPUR,519040,253.1579973,21,42,397.8174301,1505,123,19231,321046,22038,16738,3738,2463,48.99538,1259.566434,14898,25251,66537,156933,264,509875,886736,20736,812.753624,119593,95,91.81,72.17,102.24,NA
2022-2023,Aug,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,1812367,251.4424911,30,204,1816.0607,2328,69,49436,1536629,53493,22943,19302,8769,171.01633,5850.815266,49662,84610,136354,377051,1835,614500,1334785,51764,3863.738236,621618,95,78.76,71.36,102.98,NA
2022-2023,Aug,18,MAHARASHTRA,1816,JALNA,1154130,241.0405224,26,177,932.252357,2971,80,34217,1238844,41439,16961,4870,2567,119.32658,4037.694987,47032,100170,118301,333382,1227,420006,1028274,37188,2986.11605,535059,64,65.98,73.87,102.41,NA
2022-2023,Aug,18,MAHARASHTRA,1818,BEED,1103505,246.7700861,41,160,1298.19443,882,132,40990,3477280,45110,11490,9154,1393,314.92614,10194.00742,82813,155619,134587,361899,6756,557928,1270391,41872,8580.88685,1430507,77,72.74,77.08,223.91,NA
2022-2023,Aug,18,MAHARASHTRA,1826,WARDHA,615993,246.5332364,31,121,456.815781,3445,21,9283,505151,57297,16341,46266,12735,38.60786,1740.78875,16160,28837,46173,114180,569,195890,386016,12728,1245.365109,175886,89,56.61,52.15,104.77,NA
2022-2023,Aug,18,MAHARASHTRA,1830,GADCHIROLI,1621328,254.5492607,27,922,1362.096798,6723,10,18939,1884173,202421,41898,644991,169435,201.85942,6360.104659,69223,136702,134682,393539,1302,222206,612944,25662,4796.148441,952004,82,75.17,58.44,103.13,NA
2021-2022,Nov,18,MAHARASHTRA,1802,THANE,337994,239.6179435,28,34,71.80817334,863,31,7330,222695,6352,3062,90284,32917,15.8836,621.3089526,7928,15470,24889,81251,268,126169,308366,8193,533.6171793,93727,91,87.6,80.08,101.06,NA
2021-2022,Nov,18,MAHARASHTRA,1803,RAIGAD,192012,240.3201831,24,41,66.29858846,1665,53,11024,212847,8825,2890,33949,12095,15.6273,593.4401887,8650,15642,23975,56549,198,154706,288598,12689,511.5143002,89504,33,45.36,73.09,103.33,NA
2021-2022,Nov,18,MAHARASHTRA,1806,NASHIK,1969328,252.1345206,24,481,506.8569054,8370,18,36609,1323273,36308,13247,475619,220803,141.33258,3984.61752,55007,96123,166598,500446,1436,617219,1377672,44979,3336.428034,472120,81,61.88,42,100.38,NA
2021-2022,Nov,18,MAHARASHTRA,1811,SATARA,735116,223.9822885,25,172,233.6746569,3768,13,17128,554114,34305,15240,2488,934,64.90077,1539.692645,21547,35839,62794,142833,610,371645,702190,20896,1241.117218,241120,90,59.63,49.65,100.57,NA
2021-2022,Nov,18,MAHARASHTRA,1814,KOLHAPUR,311783,243.8939828,19,63,212.4703455,2540,58,9242,282046,37672,24124,392,301,31.24213,931.6056982,14296,25330,43213,106277,207,330644,579043,11782,687.8932227,118781,91,78.22,31.98,100.42,NA
2021-2022,Nov,18,MAHARASHTRA,1818,BEED,2107908,227.1310778,32,64,755.03031,6879,332,25872,1005874,25711,11235,3605,1375,57.09117,3096.773938,31383,61114,110210,298376,1704,521818,1178110,32751,2284.652458,421529,66,74.05,92.84,136.14,NA
2021-2022,Nov,18,MAHARASHTRA,1823,AKOLA,991806,240.7797139,21,2231,321.707734,7748,3,21395,834713,130576,37014,34232,8708,99.333,2430.860308,39706,59703,84916,196738,544,256296,512012,29143,2009.819574,293103,92,88.53,34.2,101.04,NA
2021-2022,Nov,18,MAHARASHTRA,1828,BHANDARA,3777611,221.5364194,18,2942,963.1839954,5498,10,32984,1262584,117124,65834,106141,34134,103.77955,3864.046931,66954,113003,185469,454292,398,270785,625716,38482,2797.083386,618112,94,81.71,19.04,100.03,NA
2021-2022,Nov,18,MAHARASHTRA,1829,CHANDRAPUR,3471448,203.7794337,24,511,629.8362172,5211,10,25215,2055306,294211,67998,451573,104718,145.8158,4963.942944,85034,153218,167520,494055,1310,350164,888451,30426,4188.290927,933467,80,59.98,61.95,100.75,NA
2021-2022,Nov,18,MAHARASHTRA,1834,HINGOLI,1107658,244.8647103,38,37,705.7891912,3077,34,11192,1168663,187254,44332,169363,42699,58.29662,3625.729081,30083,53222,78552,211511,2145,235502,544639,14269,2861.643269,477354,85,71.48,88.74,101.22,NA
2024-2025,July,18,MAHARASHTRA,1802,THANE,191772,291.6041869,29,29,22.40607,1938,29,10728,262533,7685,3327,74180,31619,5.4996,793.46289,9026,15116,27990,90815,276,136403,324224,12666,765.55722,109529,94,51.67,1.79,102.78,NA
2024-2025,July,18,MAHARASHTRA,1815,Chatrapati Sambhaji Nagar,6161034,305.5230426,56,1312,1183.371843,2026,21,85371,8397876,182331,28263,117471,12312,365.48482,27206.30294,149654,267737,237835,633126,23689,685279,1458785,87397,25657.44627,3515000,95,83.83,0.22,109.02,NA
2024-2025,July,18,MAHARASHTRA,1820,Dharashiv,907235,299.2704708,36,137,47.9778,1569,56,24841,1431948,84780,24428,5424,1137,73.83585,4407.211171,38713,59341,75449,194432,2150,325256,704502,26410,4285.397521,537374,81,60.4,0.13,109.5,NA
2024-2025,July,18,MAHARASHTRA,1822,BULDHANA,624636,300.2445884,19,124,328.2916239,3938,27,29340,982431,67603,32337,21761,7266,43.65852,3321.646056,49783,70300,117285,284246,215,481630,1003889,33278,2949.695912,341613,93,40.32,1.01,99.87,NA
2024-2025,July,18,MAHARASHTRA,1825,YAVATMAL,2596068,298.379688,35,516,69.10290547,4811,8,43795,3855758,180981,37355,414297,71418,173.65335,11747.55495,107150,156871,211040,477658,3926,674832,1385201,48606,11504.79869,1562872,91,51.42,25.78,99.85,NA
2024-2025,July,18,MAHARASHTRA,1828,BHANDARA,3583157,177.7234945,35,5170,154.48722,4207,8,20816,4508889,539588,59236,309063,33163,205.09415,8372.936463,125440,203882,187098,451349,4388,285949,629019,25023,8013.355093,2863547,79,23.35,22.42,100.94,NA
2024-2025,July,18,MAHARASHTRA,1829,CHANDRAPUR,2897976,244.0263559,40,654,342.307631,5288,20,32088,3787920,392831,63195,815073,105828,350.75473,9936.585503,94197,163098,171028,491598,5525,380307,913728,37376,9243.523142,2039010,79,30.67,21.38,102.11,NA
2024-2025,July,18,MAHARASHTRA,1832,WASHIM,1536064,299.5131908,37,481,95.30151992,1562,2,26143,1957903,127619,19198,54094,6909,129.39513,6088.874398,52880,83108,81840,194418,1886,278255,553612,27705,5864.177748,781945,91,64.67,25.89,99.76,NA
